study_ID,Study.x,number_of_islands,Taxa,island_type2,fixed_proportional,dataset_coord_lat,dataset_coord_long,sampling_effort,sampling_effort_unit,sampling_method,sampling_method_dimensions,sampling_notes,sampling_time_frame,no_hours_sampled
Waqasakiti_2018,Waqasakiti_2018_data,10,Beetles,volcanic,not_standardized,-17.9842,179.5109,1,site per island,malaise trap,NA,Beetle collections were undertaken during two periods: June 2004 to February 2006 and from March 2008 to September 2010 (Table 1). Sampling sites were selected within intact lowland forest areas with closed canopy and good accessibility. A Garmin GPSMAP 60CSx handheld GPS navigator was used to accurately locate the sampling sites and record altitude (m above sea level). Cerambycidae were collected using Malaise traps erected at ground level and set for a period of 6-8 weeks in the field (Table 1),June 2004 to February 2006 and from March 2008 to September 2010,NA
Waqasakiti_2018,Waqasakiti_2018_data,10,Beetles,volcanic,not_standardized,-17.9842,179.5109,2,site per island,malaise trap,NA,Beetle collections were undertaken during two periods: June 2004 to February 2006 and from March 2008 to September 2010 (Table 1). Sampling sites were selected within intact lowland forest areas with closed canopy and good accessibility. A Garmin GPSMAP 60CSx handheld GPS navigator was used to accurately locate the sampling sites and record altitude (m above sea level). Cerambycidae were collected using Malaise traps erected at ground level and set for a period of 6-8 weeks in the field (Table 1),June 2004 to February 2006 and from March 2008 to September 2010,NA
Waqasakiti_2018,Waqasakiti_2018_data,10,Beetles,volcanic,not_standardized,-17.9842,179.5109,3,site per island,malaise trap,NA,Beetle collections were undertaken during two periods: June 2004 to February 2006 and from March 2008 to September 2010 (Table 1). Sampling sites were selected within intact lowland forest areas with closed canopy and good accessibility. A Garmin GPSMAP 60CSx handheld GPS navigator was used to accurately locate the sampling sites and record altitude (m above sea level). Cerambycidae were collected using Malaise traps erected at ground level and set for a period of 6-8 weeks in the field (Table 1),June 2004 to February 2006 and from March 2008 to September 2010,NA
Werden_2012,Werden_2012_data,9,Mammals,continental,not_standardized,44.31891609,-76.10262353,1600,trap nights,Sherman live traps,"large, non-folding, 3 x 3.5 x 9"", aluminum; H.B. Sherman Traps, Inc., Florida, USA",Traps were baited with sunflower seeds and contained polyester or natural cotton bedding to reduce the risk of hypothermia for the small mammals. Traps were set in the evening and checked early the following morning.,August 2006 and June and August 2009 and 2010,NA
Werden_2012,Werden_2012_data,9,Mammals,continental,not_standardized,44.31891609,-76.10262353,1935,trap nights,Sherman live traps,"large, non-folding, 3 x 3.5 x 9"", aluminum; H.B. Sherman Traps, Inc., Florida, USA",Traps were baited with sunflower seeds and contained polyester or natural cotton bedding to reduce the risk of hypothermia for the small mammals. Traps were set in the evening and checked early the following morning.,August 2006 and June and August 2009 and 2010,NA
Werden_2012,Werden_2012_data,9,Mammals,continental,not_standardized,44.31891609,-76.10262353,1936,trap nights,Sherman live traps,"large, non-folding, 3 x 3.5 x 9"", aluminum; H.B. Sherman Traps, Inc., Florida, USA",Traps were baited with sunflower seeds and contained polyester or natural cotton bedding to reduce the risk of hypothermia for the small mammals. Traps were set in the evening and checked early the following morning.,August 2006 and June and August 2009 and 2010,NA
Werden_2012,Werden_2012_data,9,Mammals,continental,not_standardized,44.31891609,-76.10262353,2176,trap nights,Sherman live traps,"large, non-folding, 3 x 3.5 x 9"", aluminum; H.B. Sherman Traps, Inc., Florida, USA",Traps were baited with sunflower seeds and contained polyester or natural cotton bedding to reduce the risk of hypothermia for the small mammals. Traps were set in the evening and checked early the following morning.,August 2006 and June and August 2009 and 2010,NA
Werden_2012,Werden_2012_data,9,Mammals,continental,not_standardized,44.31891609,-76.10262353,2206,trap nights,Sherman live traps,"large, non-folding, 3 x 3.5 x 9"", aluminum; H.B. Sherman Traps, Inc., Florida, USA",Traps were baited with sunflower seeds and contained polyester or natural cotton bedding to reduce the risk of hypothermia for the small mammals. Traps were set in the evening and checked early the following morning.,August 2006 and June and August 2009 and 2010,NA
Werden_2012,Werden_2012_data,9,Mammals,continental,not_standardized,44.31891609,-76.10262353,2296,trap nights,Sherman live traps,"large, non-folding, 3 x 3.5 x 9"", aluminum; H.B. Sherman Traps, Inc., Florida, USA",Traps were baited with sunflower seeds and contained polyester or natural cotton bedding to reduce the risk of hypothermia for the small mammals. Traps were set in the evening and checked early the following morning.,August 2006 and June and August 2009 and 2010,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,17,Beetles,lake island,not_standardized,54.08120343,21.67697925,2,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,17,Beetles,lake island,not_standardized,54.08120343,21.67697925,3,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,17,Beetles,lake island,not_standardized,54.08120343,21.67697925,6,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,17,Beetles,lake island,not_standardized,54.08120343,21.67697925,9,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,17,Beetles,lake island,not_standardized,54.08120343,21.67697925,15,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,17,Beetles,lake island,not_standardized,54.08120343,21.67697925,21,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,17,Beetles,lake island,not_standardized,54.08120343,21.67697925,NA,NA,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,2,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,3,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,9,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,10,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,11,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,29,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,37,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,43,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,61,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,62,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,76,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,81,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,90,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,96,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,99,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,110,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,124,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,130,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,136,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,138,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,141,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,146,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,150,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,160,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,163,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,164,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,165,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,175,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,180,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,203,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,231,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,294,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,297,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,305,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,339,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,355,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,410,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,432,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,555,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,732,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,42,Invertebrates,continental,not_standardized,30.30071515,122.3509238,1102,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Zagar_2013,Zagar_2013_data,4,Herpetofauna,continental,not_standardized,43.68702908,15.89723392,28,observer days of sampling,observation,NA,Groups checked a wide variety of habitats to ensure detection of the whole reptile community in the surveyed area; from dry and rocky parts to water bodies and overgrown areas at different altitudes.,27-April-2007 to 05-May-2007,7
Zagar_2013,Zagar_2013_data,4,Herpetofauna,continental,not_standardized,43.68702908,15.89723392,42,observer days of sampling,observation,NA,Groups checked a wide variety of habitats to ensure detection of the whole reptile community in the surveyed area; from dry and rocky parts to water bodies and overgrown areas at different altitudes.,18-April-2003 to 26-April-2003,7
Zagar_2013,Zagar_2013_data,4,Herpetofauna,continental,not_standardized,43.68702908,15.89723392,48,observer days of sampling,observation,NA,Groups checked a wide variety of habitats to ensure detection of the whole reptile community in the surveyed area; from dry and rocky parts to water bodies and overgrown areas at different altitudes.,20-April-2002 to 28-April-2002,8
Zagar_2013,Zagar_2013_data,4,Herpetofauna,continental,not_standardized,43.68702908,15.89723392,64,observer days of sampling,observation,NA,Groups checked a wide variety of habitats to ensure detection of the whole reptile community in the surveyed area; from dry and rocky parts to water bodies and overgrown areas at different altitudes.,24-April-2004 to 01-May-2004,8
