refshort,reference,country,climate,continent,sphere_fragment,sphere_matrix,biome,taxa,time_since_fragmentation,matrix_category,latitudeN,longitudeE,sampling_design,sampling_method,method_category,sampling_device_size,device_size_unit,intensity,intensity_unit,block_type,number_of_blocks_per_site,sampling_density,density_unit,sampling_duration,duration_unit,sampling_effort,sampling_effort_unit,sampling_note
Guadagnin_2005,"Guadagnin D.L., Peter, Â.S., Perello L.F.C., & Maltchik L., 2005. Spatial and Temporal Patterns of Waterbird Assemblages in Fragmented Wetlands of Southern Brazil. Waterbirds, 28, pp.261-272. ",Brazil,Temperate,South America,aquatic,terrestrial,wetland,Aves,Intermediate (20-100 years),intermediate,-30.066667,-50.666667,pooled,visual search,plot,NA,NA,NA,NA,NA,NA,1,census per fragment per month,12,months,4.705,area sampled,Bird counting by walking around the wetlands.  All birds are counted and fragments are entirely covered so sampling_effort is proportional to fragment size.  Censuses were done once a month every month for a year.
Guadagnin_2005,"Guadagnin D.L., Peter, Â.S., Perello L.F.C., & Maltchik L., 2005. Spatial and Temporal Patterns of Waterbird Assemblages in Fragmented Wetlands of Southern Brazil. Waterbirds, 28, pp.261-272. ",Brazil,Temperate,South America,aquatic,terrestrial,wetland,Aves,Intermediate (20-100 years),intermediate,-30.066667,-50.666667,pooled,visual search,plot,NA,NA,NA,NA,NA,NA,1,census per fragment per month,12,months,17.0296,area sampled,Bird counting by walking around the wetlands.  All birds are counted and fragments are entirely covered so sampling_effort is proportional to fragment size.  Censuses were done once a month every month for a year.
Guadagnin_2005,"Guadagnin D.L., Peter, Â.S., Perello L.F.C., & Maltchik L., 2005. Spatial and Temporal Patterns of Waterbird Assemblages in Fragmented Wetlands of Southern Brazil. Waterbirds, 28, pp.261-272. ",Brazil,Temperate,South America,aquatic,terrestrial,wetland,Aves,Intermediate (20-100 years),intermediate,-30.066667,-50.666667,pooled,visual search,plot,NA,NA,NA,NA,NA,NA,1,census per fragment per month,12,months,34.5562,area sampled,Bird counting by walking around the wetlands.  All birds are counted and fragments are entirely covered so sampling_effort is proportional to fragment size.  Censuses were done once a month every month for a year.
Guadagnin_2005,"Guadagnin D.L., Peter, Â.S., Perello L.F.C., & Maltchik L., 2005. Spatial and Temporal Patterns of Waterbird Assemblages in Fragmented Wetlands of Southern Brazil. Waterbirds, 28, pp.261-272. ",Brazil,Temperate,South America,aquatic,terrestrial,wetland,Aves,Intermediate (20-100 years),intermediate,-30.066667,-50.666667,pooled,visual search,plot,NA,NA,NA,NA,NA,NA,1,census per fragment per month,12,months,6.8749,area sampled,Bird counting by walking around the wetlands.  All birds are counted and fragments are entirely covered so sampling_effort is proportional to fragment size.  Censuses were done once a month every month for a year.
Guadagnin_2005,"Guadagnin D.L., Peter, Â.S., Perello L.F.C., & Maltchik L., 2005. Spatial and Temporal Patterns of Waterbird Assemblages in Fragmented Wetlands of Southern Brazil. Waterbirds, 28, pp.261-272. ",Brazil,Temperate,South America,aquatic,terrestrial,wetland,Aves,Intermediate (20-100 years),intermediate,-30.066667,-50.666667,pooled,visual search,plot,NA,NA,NA,NA,NA,NA,1,census per fragment per month,12,months,42.4263,area sampled,Bird counting by walking around the wetlands.  All birds are counted and fragments are entirely covered so sampling_effort is proportional to fragment size.  Censuses were done once a month every month for a year.
Guadagnin_2005,"Guadagnin D.L., Peter, Â.S., Perello L.F.C., & Maltchik L., 2005. Spatial and Temporal Patterns of Waterbird Assemblages in Fragmented Wetlands of Southern Brazil. Waterbirds, 28, pp.261-272. ",Brazil,Temperate,South America,aquatic,terrestrial,wetland,Aves,Intermediate (20-100 years),intermediate,-30.066667,-50.666667,pooled,visual search,plot,NA,NA,NA,NA,NA,NA,1,census per fragment per month,12,months,8.122,area sampled,Bird counting by walking around the wetlands.  All birds are counted and fragments are entirely covered so sampling_effort is proportional to fragment size.  Censuses were done once a month every month for a year.
Guadagnin_2005,"Guadagnin D.L., Peter, Â.S., Perello L.F.C., & Maltchik L., 2005. Spatial and Temporal Patterns of Waterbird Assemblages in Fragmented Wetlands of Southern Brazil. Waterbirds, 28, pp.261-272. ",Brazil,Temperate,South America,aquatic,terrestrial,wetland,Aves,Intermediate (20-100 years),intermediate,-30.066667,-50.666667,pooled,visual search,plot,NA,NA,NA,NA,NA,NA,1,census per fragment per month,12,months,5.3021,area sampled,Bird counting by walking around the wetlands.  All birds are counted and fragments are entirely covered so sampling_effort is proportional to fragment size.  Censuses were done once a month every month for a year.
Guadagnin_2005,"Guadagnin D.L., Peter, Â.S., Perello L.F.C., & Maltchik L., 2005. Spatial and Temporal Patterns of Waterbird Assemblages in Fragmented Wetlands of Southern Brazil. Waterbirds, 28, pp.261-272. ",Brazil,Temperate,South America,aquatic,terrestrial,wetland,Aves,Intermediate (20-100 years),intermediate,-30.066667,-50.666667,pooled,visual search,plot,NA,NA,NA,NA,NA,NA,1,census per fragment per month,12,months,26.5998,area sampled,Bird counting by walking around the wetlands.  All birds are counted and fragments are entirely covered so sampling_effort is proportional to fragment size.  Censuses were done once a month every month for a year.
Guadagnin_2005,"Guadagnin D.L., Peter, Â.S., Perello L.F.C., & Maltchik L., 2005. Spatial and Temporal Patterns of Waterbird Assemblages in Fragmented Wetlands of Southern Brazil. Waterbirds, 28, pp.261-272. ",Brazil,Temperate,South America,aquatic,terrestrial,wetland,Aves,Intermediate (20-100 years),intermediate,-30.066667,-50.666667,pooled,visual search,plot,NA,NA,NA,NA,NA,NA,1,census per fragment per month,12,months,13.6726,area sampled,Bird counting by walking around the wetlands.  All birds are counted and fragments are entirely covered so sampling_effort is proportional to fragment size.  Censuses were done once a month every month for a year.
Guadagnin_2005,"Guadagnin D.L., Peter, Â.S., Perello L.F.C., & Maltchik L., 2005. Spatial and Temporal Patterns of Waterbird Assemblages in Fragmented Wetlands of Southern Brazil. Waterbirds, 28, pp.261-272. ",Brazil,Temperate,South America,aquatic,terrestrial,wetland,Aves,Intermediate (20-100 years),intermediate,-30.066667,-50.666667,pooled,visual search,plot,NA,NA,NA,NA,NA,NA,1,census per fragment per month,12,months,82.6775,area sampled,Bird counting by walking around the wetlands.  All birds are counted and fragments are entirely covered so sampling_effort is proportional to fragment size.  Censuses were done once a month every month for a year.
Guadagnin_2005,"Guadagnin D.L., Peter, Â.S., Perello L.F.C., & Maltchik L., 2005. Spatial and Temporal Patterns of Waterbird Assemblages in Fragmented Wetlands of Southern Brazil. Waterbirds, 28, pp.261-272. ",Brazil,Temperate,South America,aquatic,terrestrial,wetland,Aves,Intermediate (20-100 years),intermediate,-30.066667,-50.666667,pooled,visual search,plot,NA,NA,NA,NA,NA,NA,1,census per fragment per month,12,months,10.9562,area sampled,Bird counting by walking around the wetlands.  All birds are counted and fragments are entirely covered so sampling_effort is proportional to fragment size.  Censuses were done once a month every month for a year.
Guadagnin_2005,"Guadagnin D.L., Peter, Â.S., Perello L.F.C., & Maltchik L., 2005. Spatial and Temporal Patterns of Waterbird Assemblages in Fragmented Wetlands of Southern Brazil. Waterbirds, 28, pp.261-272. ",Brazil,Temperate,South America,aquatic,terrestrial,wetland,Aves,Intermediate (20-100 years),intermediate,-30.066667,-50.666667,pooled,visual search,plot,NA,NA,NA,NA,NA,NA,1,census per fragment per month,12,months,17.9909,area sampled,Bird counting by walking around the wetlands.  All birds are counted and fragments are entirely covered so sampling_effort is proportional to fragment size.  Censuses were done once a month every month for a year.
Guadagnin_2005,"Guadagnin D.L., Peter, Â.S., Perello L.F.C., & Maltchik L., 2005. Spatial and Temporal Patterns of Waterbird Assemblages in Fragmented Wetlands of Southern Brazil. Waterbirds, 28, pp.261-272. ",Brazil,Temperate,South America,aquatic,terrestrial,wetland,Aves,Intermediate (20-100 years),intermediate,-30.066667,-50.666667,pooled,visual search,plot,NA,NA,NA,NA,NA,NA,1,census per fragment per month,12,months,6.2962,area sampled,Bird counting by walking around the wetlands.  All birds are counted and fragments are entirely covered so sampling_effort is proportional to fragment size.  Censuses were done once a month every month for a year.
Guadagnin_2005,"Guadagnin D.L., Peter, Â.S., Perello L.F.C., & Maltchik L., 2005. Spatial and Temporal Patterns of Waterbird Assemblages in Fragmented Wetlands of Southern Brazil. Waterbirds, 28, pp.261-272. ",Brazil,Temperate,South America,aquatic,terrestrial,wetland,Aves,Intermediate (20-100 years),intermediate,-30.066667,-50.666667,pooled,visual search,plot,NA,NA,NA,NA,NA,NA,1,census per fragment per month,12,months,0.8885,area sampled,Bird counting by walking around the wetlands.  All birds are counted and fragments are entirely covered so sampling_effort is proportional to fragment size.  Censuses were done once a month every month for a year.
Halme_1993,"Halme, E., Niemela, J. & Haime, E., 1993. Carabid Beetles in Fragments of Coniferous Forest. Annales Zoologici Fennici, 30(1), pp.17-30.",Finland,Temperate,Europe,terrestrial,terrestrial,forest,Insecta,long (100+ years),intermediate,60.182573,24.650374,pooled,trap,pitfall traps,6.7,cm diameter,15,traps per grid per season,grid,1,1 or 15,1 grid per fragment and 10 grids in the continuous forest,2,surveys of 5 days each,10,number of sampling sites per category,15 pitfall traps in each sampling site.
Halme_1993,"Halme, E., Niemela, J. & Haime, E., 1993. Carabid Beetles in Fragments of Coniferous Forest. Annales Zoologici Fennici, 30(1), pp.17-30.",Finland,Temperate,Europe,terrestrial,terrestrial,forest,Insecta,long (100+ years),intermediate,60.182573,24.650374,pooled,trap,pitfall traps,6.7,cm diameter,15,traps per grid per season,grid,1,1 or 15,1 grid per fragment and 10 grids in the continuous forest,2,surveys of 5 days each,5,number of sampling sites per category,15 pitfall traps in each sampling site.
Henry_2007,"Henry, M., Pons, J.-M., Cosson, J.-F., 2007. Foraging behaviour of a frugivorous bat helps bridge landscape connectivity and ecological processes in a fragmented rainforest. Journal of Animal Ecology 76, pp.801-13.",French Guiana,Tropical,South America,terrestrial,aquatic,forest,Mammalia,Recent (less than 20 years),harsh filter,4.85,-53.066667,pooled,net,mist nets,38,mm mesh,3,nets per capture station,capture station,2 to 5,NA,NA,4 to 6,surveys,28,sampling nights * number of capture stations,Bats in mist nets.
Henry_2007,"Henry, M., Pons, J.-M., Cosson, J.-F., 2007. Foraging behaviour of a frugivorous bat helps bridge landscape connectivity and ecological processes in a fragmented rainforest. Journal of Animal Ecology 76, pp.801-13.",French Guiana,Tropical,South America,terrestrial,aquatic,forest,Mammalia,Recent (less than 20 years),harsh filter,4.85,-53.066667,pooled,net,mist nets,38,mm mesh,3,nets per capture station,capture station,2 to 5,NA,NA,4 to 6,surveys,34,sampling nights * number of capture stations,Bats in mist nets.
Henry_2007,"Henry, M., Pons, J.-M., Cosson, J.-F., 2007. Foraging behaviour of a frugivorous bat helps bridge landscape connectivity and ecological processes in a fragmented rainforest. Journal of Animal Ecology 76, pp.801-13.",French Guiana,Tropical,South America,terrestrial,aquatic,forest,Mammalia,Recent (less than 20 years),harsh filter,4.85,-53.066667,pooled,net,mist nets,38,mm mesh,3,nets per capture station,capture station,2 to 5,NA,NA,4 to 6,surveys,25,sampling nights * number of capture stations,Bats in mist nets.
Henry_2007,"Henry, M., Pons, J.-M., Cosson, J.-F., 2007. Foraging behaviour of a frugivorous bat helps bridge landscape connectivity and ecological processes in a fragmented rainforest. Journal of Animal Ecology 76, pp.801-13.",French Guiana,Tropical,South America,terrestrial,aquatic,forest,Mammalia,Recent (less than 20 years),harsh filter,4.85,-53.066667,pooled,net,mist nets,38,mm mesh,3,nets per capture station,capture station,2 to 5,NA,NA,4 to 6,surveys,9,sampling nights * number of capture stations,Bats in mist nets.
Henry_2007,"Henry, M., Pons, J.-M., Cosson, J.-F., 2007. Foraging behaviour of a frugivorous bat helps bridge landscape connectivity and ecological processes in a fragmented rainforest. Journal of Animal Ecology 76, pp.801-13.",French Guiana,Tropical,South America,terrestrial,aquatic,forest,Mammalia,Recent (less than 20 years),harsh filter,4.85,-53.066667,pooled,net,mist nets,38,mm mesh,3,nets per capture station,capture station,2 to 5,NA,NA,4 to 6,surveys,6,sampling nights * number of capture stations,Bats in mist nets.
Henry_2007,"Henry, M., Pons, J.-M., Cosson, J.-F., 2007. Foraging behaviour of a frugivorous bat helps bridge landscape connectivity and ecological processes in a fragmented rainforest. Journal of Animal Ecology 76, pp.801-13.",French Guiana,Tropical,South America,terrestrial,aquatic,forest,Mammalia,Recent (less than 20 years),harsh filter,4.85,-53.066667,pooled,net,mist nets,38,mm mesh,3,nets per capture station,capture station,2 to 5,NA,NA,4 to 6,surveys,10,sampling nights * number of capture stations,Bats in mist nets.
Henry_2007,"Henry, M., Pons, J.-M., Cosson, J.-F., 2007. Foraging behaviour of a frugivorous bat helps bridge landscape connectivity and ecological processes in a fragmented rainforest. Journal of Animal Ecology 76, pp.801-13.",French Guiana,Tropical,South America,terrestrial,aquatic,forest,Mammalia,Recent (less than 20 years),harsh filter,4.85,-53.066667,pooled,net,mist nets,38,mm mesh,3,nets per capture station,capture station,2 to 5,NA,NA,4 to 6,surveys,13,sampling nights * number of capture stations,Bats in mist nets.
Henry_2007,"Henry, M., Pons, J.-M., Cosson, J.-F., 2007. Foraging behaviour of a frugivorous bat helps bridge landscape connectivity and ecological processes in a fragmented rainforest. Journal of Animal Ecology 76, pp.801-13.",French Guiana,Tropical,South America,terrestrial,aquatic,forest,Mammalia,Recent (less than 20 years),harsh filter,4.85,-53.066667,pooled,net,mist nets,38,mm mesh,3,nets per capture station,capture station,2 to 5,NA,NA,4 to 6,surveys,16,sampling nights * number of capture stations,Bats in mist nets.
Henry_2007,"Henry, M., Pons, J.-M., Cosson, J.-F., 2007. Foraging behaviour of a frugivorous bat helps bridge landscape connectivity and ecological processes in a fragmented rainforest. Journal of Animal Ecology 76, pp.801-13.",French Guiana,Tropical,South America,terrestrial,aquatic,forest,Mammalia,Recent (less than 20 years),harsh filter,4.85,-53.066667,pooled,net,mist nets,38,mm mesh,3,nets per capture station,capture station,2 to 5,NA,NA,4 to 6,surveys,14,sampling nights * number of capture stations,Bats in mist nets.
Henry_2007,"Henry, M., Pons, J.-M., Cosson, J.-F., 2007. Foraging behaviour of a frugivorous bat helps bridge landscape connectivity and ecological processes in a fragmented rainforest. Journal of Animal Ecology 76, pp.801-13.",French Guiana,Tropical,South America,terrestrial,aquatic,forest,Mammalia,Recent (less than 20 years),harsh filter,4.85,-53.066667,pooled,net,mist nets,38,mm mesh,3,nets per capture station,capture station,2 to 5,NA,NA,4 to 6,surveys,8,sampling nights * number of capture stations,Bats in mist nets.
Henry_2007,"Henry, M., Pons, J.-M., Cosson, J.-F., 2007. Foraging behaviour of a frugivorous bat helps bridge landscape connectivity and ecological processes in a fragmented rainforest. Journal of Animal Ecology 76, pp.801-13.",French Guiana,Tropical,South America,terrestrial,aquatic,forest,Mammalia,Recent (less than 20 years),harsh filter,4.85,-53.066667,pooled,net,mist nets,38,mm mesh,3,nets per capture station,capture station,2 to 5,NA,NA,4 to 6,surveys,7,sampling nights * number of capture stations,Bats in mist nets.
Henry_2007,"Henry, M., Pons, J.-M., Cosson, J.-F., 2007. Foraging behaviour of a frugivorous bat helps bridge landscape connectivity and ecological processes in a fragmented rainforest. Journal of Animal Ecology 76, pp.801-13.",French Guiana,Tropical,South America,terrestrial,aquatic,forest,Mammalia,Recent (less than 20 years),harsh filter,4.85,-53.066667,pooled,net,mist nets,38,mm mesh,3,nets per capture station,capture station,2 to 5,NA,NA,4 to 6,surveys,21,sampling nights * number of capture stations,Bats in mist nets.
Henry_2007,"Henry, M., Pons, J.-M., Cosson, J.-F., 2007. Foraging behaviour of a frugivorous bat helps bridge landscape connectivity and ecological processes in a fragmented rainforest. Journal of Animal Ecology 76, pp.801-13.",French Guiana,Tropical,South America,terrestrial,aquatic,forest,Mammalia,Recent (less than 20 years),harsh filter,4.85,-53.066667,pooled,net,mist nets,38,mm mesh,3,nets per capture station,capture station,2 to 5,NA,NA,4 to 6,surveys,18,sampling nights * number of capture stations,Bats in mist nets.
Horvath_2009,"Horváth, R. et al., 2009. Spiders are not less diverse in small and isolated grasslands, but less diverse in overgrazed grasslands: A field study (East Hungary, Nyirseg). Agriculture, Ecosystems and Environment, 130(1-2), pp.16-22.",Hungary,Temperate,Europe,terrestrial,terrestrial,grassland,Arachnida,Intermediate (20-100 years),intermediate,47.843795,21.774958,standardized_fragment,manual sampling,sweep net,50,cm diameter,40000,m2 plots,NA,NA,400,sweeps per plot every 2 weeks,3,years,1,balanced,Sweep net samples within a 200 * 200 m sampling area in each fragment.  400 sweeps taken in each sampling area every 2 weeks between 2001 and 2003.
Jauker_2019,"Jauker,  F., Jauker, B., Grass, I., Dewenter, I.S. and Wolters., V., 2019.  Partitioning wild bee and hoverfly contributions to plant-pollinator network structure in fragmented habitats. Ecology, 100(2), e02569.",Germany,Temperate,Europe,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,51.96667,9.81667,pooled,visual search,transect,NA,NA,5,minutes walking,NA,NA,4 8 or 12,5 minute transects per month in small medium and large fragments,6,consecutive months,360,duration in minutes of sampling on each transect,Pollinators identified on plants along multiple 5 min transects in each grassland.  Sample effort is number of minutes of transect in each site over the course of the season.  Sampling happened in 2004.
Jauker_2019,"Jauker,  F., Jauker, B., Grass, I., Dewenter, I.S. and Wolters., V., 2019.  Partitioning wild bee and hoverfly contributions to plant-pollinator network structure in fragmented habitats. Ecology, 100(2), e02569.",Germany,Temperate,Europe,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,51.96667,9.81667,pooled,visual search,transect,NA,NA,5,minutes walking,NA,NA,4 8 or 12,5 minute transects per month in small medium and large fragments,6,consecutive months,240,duration in minutes of sampling on each transect,Pollinators identified on plants along multiple 5 min transects in each grassland.  Sample effort is number of minutes of transect in each site over the course of the season.  Sampling happened in 2004.
Jauker_2019,"Jauker,  F., Jauker, B., Grass, I., Dewenter, I.S. and Wolters., V., 2019.  Partitioning wild bee and hoverfly contributions to plant-pollinator network structure in fragmented habitats. Ecology, 100(2), e02569.",Germany,Temperate,Europe,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),intermediate,51.96667,9.81667,pooled,visual search,transect,NA,NA,5,minutes walking,NA,NA,4 8 or 12,5 minute transects per month in small medium and large fragments,6,consecutive months,120,duration in minutes of sampling on each transect,Pollinators identified on plants along multiple 5 min transects in each grassland.  Sample effort is number of minutes of transect in each site over the course of the season.  Sampling happened in 2004.
Jung_2014,"Jung, J.K. et al., 2014. A comparison of diversity and species composition of ground beetles (Coleoptera: Carabidae) between conifer plantations and regenerating forests in Korea. Ecological Research, 29(5), pp.877-887.",South Korea,Temperate,Asia,terrestrial,terrestrial,forest,Insecta,Intermediate (20-100 years),light filter,36.397455,128.018222,standardized_fragment,trap,pitfall traps,10.5,cm diameter,3,traps per transect,transect,1,10,m apart,2.5,consecutive months,1,balanced,Pitfall traps (30 m from edge).  Three traps 10 m apart in a transect in each site.   Natural (regenerating) forest plots were used but not the coniferous monoculture plots.  Sites listed as >1000 ha were coded as 1000 ha.
Jyothi_2015,"Jyothi, K.M. and Nameer, P.O., 2015. Birds of sacred groves of northern Kerala. Indian Journal of Threatened Taxa, 7(15), pp.8226-8236.",India,Tropical,Asia,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),light filter,11.874477,75.370369,standardized_fragment,bird survey,point and transect,NA,NA,6,hours per fragment per month,NA,NA,1,point per fragment in small (less than 3ha) and transect per fragment in large fragments,22,consecutive months,1,balanced,"Point counts and line transects.  Sessions of 3 hours per sample, repeated every 2 months between 2012 and 2013.  Numbers given are standardized per 100 h observation."
Kapoor_2008,"Kapoor, V., 2008, Effects of rainforest fragmentation and shade-coffee plantations on spider communities in the Western Ghats, Indian Journal of Insect Conservation, 12, pp.53-68.",India,Tropical,Asia,terrestrial,terrestrial,forest,Arachnida,Intermediate (20-100 years),harsh filter,10.4241,77.1256,pooled,visual search,transect,NA,NA,3,hours per transect,NA,NA,4 to 7,walking transects per fragment per survey,5,consecutive months,2.04,total length of belt transects per site in km,Spiders visually searched along belt transects of different lengths.  Two coffee plantations were not included.  
Kapoor_2008,"Kapoor, V., 2008, Effects of rainforest fragmentation and shade-coffee plantations on spider communities in the Western Ghats, Indian Journal of Insect Conservation, 12, pp.53-68.",India,Tropical,Asia,terrestrial,terrestrial,forest,Arachnida,Intermediate (20-100 years),harsh filter,10.4241,77.1256,pooled,visual search,transect,NA,NA,3,hours per transect,NA,NA,4 to 7,walking transects per fragment per survey,5,consecutive months,2.34,total length of belt transects per site in km,Spiders visually searched along belt transects of different lengths.  Two coffee plantations were not included.  
Kapoor_2008,"Kapoor, V., 2008, Effects of rainforest fragmentation and shade-coffee plantations on spider communities in the Western Ghats, Indian Journal of Insect Conservation, 12, pp.53-68.",India,Tropical,Asia,terrestrial,terrestrial,forest,Arachnida,Intermediate (20-100 years),harsh filter,10.4241,77.1256,pooled,visual search,transect,NA,NA,3,hours per transect,NA,NA,4 to 7,walking transects per fragment per survey,5,consecutive months,3.09,total length of belt transects per site in km,Spiders visually searched along belt transects of different lengths.  Two coffee plantations were not included.  
Kapoor_2008,"Kapoor, V., 2008, Effects of rainforest fragmentation and shade-coffee plantations on spider communities in the Western Ghats, Indian Journal of Insect Conservation, 12, pp.53-68.",India,Tropical,Asia,terrestrial,terrestrial,forest,Arachnida,Intermediate (20-100 years),harsh filter,10.4241,77.1256,pooled,visual search,transect,NA,NA,3,hours per transect,NA,NA,4 to 7,walking transects per fragment per survey,5,consecutive months,2.24,total length of belt transects per site in km,Spiders visually searched along belt transects of different lengths.  Two coffee plantations were not included.  
Kapoor_2008,"Kapoor, V., 2008, Effects of rainforest fragmentation and shade-coffee plantations on spider communities in the Western Ghats, Indian Journal of Insect Conservation, 12, pp.53-68.",India,Tropical,Asia,terrestrial,terrestrial,forest,Arachnida,Intermediate (20-100 years),harsh filter,10.4241,77.1256,pooled,visual search,transect,NA,NA,3,hours per transect,NA,NA,4 to 7,walking transects per fragment per survey,5,consecutive months,2.53,total length of belt transects per site in km,Spiders visually searched along belt transects of different lengths.  Two coffee plantations were not included.  
Kapoor_2008,"Kapoor, V., 2008, Effects of rainforest fragmentation and shade-coffee plantations on spider communities in the Western Ghats, Indian Journal of Insect Conservation, 12, pp.53-68.",India,Tropical,Asia,terrestrial,terrestrial,forest,Arachnida,Intermediate (20-100 years),harsh filter,10.4241,77.1256,pooled,visual search,transect,NA,NA,3,hours per transect,NA,NA,4 to 7,walking transects per fragment per survey,5,consecutive months,2.06,total length of belt transects per site in km,Spiders visually searched along belt transects of different lengths.  Two coffee plantations were not included.  
Kapoor_2008,"Kapoor, V., 2008, Effects of rainforest fragmentation and shade-coffee plantations on spider communities in the Western Ghats, Indian Journal of Insect Conservation, 12, pp.53-68.",India,Tropical,Asia,terrestrial,terrestrial,forest,Arachnida,Intermediate (20-100 years),harsh filter,10.4241,77.1256,pooled,visual search,transect,NA,NA,3,hours per transect,NA,NA,4 to 7,walking transects per fragment per survey,5,consecutive months,2.2,total length of belt transects per site in km,Spiders visually searched along belt transects of different lengths.  Two coffee plantations were not included.  
Kapoor_2008,"Kapoor, V., 2008, Effects of rainforest fragmentation and shade-coffee plantations on spider communities in the Western Ghats, Indian Journal of Insect Conservation, 12, pp.53-68.",India,Tropical,Asia,terrestrial,terrestrial,forest,Arachnida,Intermediate (20-100 years),harsh filter,10.4241,77.1256,pooled,visual search,transect,NA,NA,3,hours per transect,NA,NA,4 to 7,walking transects per fragment per survey,5,consecutive months,3,total length of belt transects per site in km,Spiders visually searched along belt transects of different lengths.  Two coffee plantations were not included.  
Kapoor_2008,"Kapoor, V., 2008, Effects of rainforest fragmentation and shade-coffee plantations on spider communities in the Western Ghats, Indian Journal of Insect Conservation, 12, pp.53-68.",India,Tropical,Asia,terrestrial,terrestrial,forest,Arachnida,Intermediate (20-100 years),harsh filter,10.4241,77.1256,pooled,visual search,transect,NA,NA,3,hours per transect,NA,NA,4 to 7,walking transects per fragment per survey,5,consecutive months,2.26,total length of belt transects per site in km,Spiders visually searched along belt transects of different lengths.  Two coffee plantations were not included.  
Kappes_2009,"Kappes, H. et al., 2009. Response of snails and slugs to fragmentation of lowland forests in NW Germany. Landscape Ecology, 24(5), pp.685-697.",Germany,Temperate,Europe,terrestrial,terrestrial,forest,Mollusca,long (100+ years),light filter,50.88468,6.540674,standardized_subsamples,visual search,quadrat,NA,NA,0.125,m2 quadrat,transect,1,8,quadrats per plot,NA,NA,1,balanced,"At each site, one or more grids of 8 samples (0.125m2).  Samples were leaf litter samples which were systematically searched for molluscs.  In addition, rare species were observed outside the quadrats and added as 'decimals' based on search effort."
Klein_1989,"Klein, B.C., 2014. Effects of Forest Fragmentation on Dung and Carrion Beetle Communities in Central Amazonia. Ecology, 70(6), pp.1715-1725.",Brazil,Tropical,South America,terrestrial,terrestrial,forest,Insecta,Recent (less than 20 years),intermediate,-2.416667,-59.833333,standardized_fragment,trap,pitfall traps,14,cm diameter,6,traps per transect,transect,4,4,treatment habitat,NA,NA,1,balanced,"3 experimental blocks (small, medium, continuous) combined for total abundances.  In each unit, a transect of 6 traps spaced 17m apart and baited.  Traps were active for four days for a total of 288 trap days per unit.  "
Knapp_2015_a,"Knapp, M. & Rezác, M., 2015. Even the smallest non-crop habitat islands could be beneficial: Distribution of carabid beetles and spiders in agricultural landscape. PLoS ONE, 10(4), e0123052.",Czech Republik,Temperate,Europe,terrestrial,terrestrial,forest,Insecta,long (100+ years),intermediate,49.610094,14.41665,standardized_fragment,trap,pitfall traps,9.4,cm diameter,3,traps per triangle array per survey,triangle array,1,3,m apart,2,surveys of 5 weeks each,1,balanced,"3 pitfall traps were installed in the central part of the fragment, 3 m from each other.  One sampling campaign in April, one in July."
Knapp_2015_b,"Knapp, M. & Rezác, M., 2015. Even the smallest non-crop habitat islands could be beneficial: Distribution of carabid beetles and spiders in agricultural landscape. PLoS ONE, 10(4), e0123052.",Czech Republik,Temperate,Europe,terrestrial,terrestrial,forest,Arachnida,long (100+ years),intermediate,49.610094,14.41665,standardized_fragment,trap,pitfall traps,9.4,cm diameter,3,traps per triangle array per survey,triangle array,1,3,m apart,2,surveys of 5 weeks each,1,balanced,"3 pitfall traps were installed in the central part of the fragment, 3 m from each other.  One sampling campaign in April, one in July."
Lambert_2003,"Lambert, T.D., Adler, G.H., Riveros, C.M., Lopez, L., Ascanio, R. and Terborgh, J., 2003. Rodents on tropical land-bridge islands.  Journal of Zoology,  260(2), pp.179-187.",Venezuela,Tropical,South America,terrestrial,aquatic,forest,Mammalia,Recent (less than 20 years),harsh filter,7.0602,-62.9677,standardized_fragment,trap,live traps,NA,NA,up to 50,trap station per transect,transect,3 in Danto Machado and 1 in the others,20,m apart,10,consecutive nights,1,balanced,Live trapping along transects.  Each trap station has 1 Tomahawk and 1 Sherman live-traps on the ground and an other pair tied 1-3.5m above ground.  One transect on all islands and several in the largest.  Data given are numbers per 100 trap nights (standardized).
Lasky_2010,"Lasky, J.R. & Keitt, T.H., 2010. Abundance of Panamanian dry-forest birds along gradients of forest cover at multiple scales. Journal of Tropical Ecology, 26(1), pp.67-78.",Panama,Tropical,North America,terrestrial,terrestrial,forest,Aves,Intermediate (20-100 years),intermediate,8.084438,-80.515239,standardized_fragment,bird survey,point,50,m radius point,30,10 minutes points per fragment per survey,NA,NA,10,m apart,2,surveys of 3 days each,1,balanced,30 point counts in each fragment.  Point counts were 50 m radius and observed for 10 min.  Counts were conducted over 2 periods of 3 consecutive days at each fragment.  
