dataset_name,id,dataset_id,authors,title,year_of_publication,journal/book/repository,reference,contact person,contact email address,last version publication date dd-mm-yy,version,date of access dd-mm-yy,DOI,download URL,URL,right to reuse,license,country,taxa1,taxa2,realm,standardisation,data availability,lat,long
BioTIME,49,187,,,,,"""National Benthic Infaunal Database (NBID)"" (2003). NOAA/NOS/NCCOS/CCEHBR/Coastal Ecology Program. NOAA's Ocean Service, National Centers for Coastal Ocean Science (NCCOS). Available at: https://data.noaa.gov/dataset/national-benthic-infaunal-database-nbid, accessed 2012.",,,,,,,,,,,,Benthos,,Marine,,,37.39896958,-94.54570225
BioTIME,50,189,,,,,"""St. John, USVI Fish Assessment and Monitoring Data (2002 - Present)"", (2007) Silver Spring, MD Publisher: NOAAs Ocean Service, National Centers for Coastal Ocean Science (NCCOS). National Oceanic and Atmospheric Association (NOAA)-National Ocean Service (NOS)-National Centers for Coastal Ocean Science (NCCOS)-Center for Coastal Monitoring and Assessment (CCMA)-Biogeography Team. Available at: http://www.iobis.org/mapper/?dataset=1672, accessed 2012.",,,,,,,,,,,,Fish,,Marine,,,18.33833679,-64.72153619
BioTIME,51,190,,,,,"""St. Croix, USVI Fish Assessment and Monitoring Data (2002 - Present)"", (2007) Silver Spring, MD Publisher: NOAAs Ocean Service, National Centers for Coastal Ocean Science (NCCOS). National Oceanic and Atmospheric Association (NOAA)-National Ocean Service (NOS)-National Centers for Coastal Ocean Science (NCCOS)-Center for Coastal Monitoring and Assessment (CCMA)-Biogeography Team. Available at: http://www.iobis.org/mapper/?dataset=1673, accessed 2012.",,,,,,,,,,,,Fish,,Marine,,,17.78317724,-64.6192992
BioTIME,52,191,,,,,"""NEFSC Benthic Database (OBIS-USA)"", (2010) Northeast Fisheries Science Center, National Marine Fisheries Service, NOAA, U.S. Department of Commerce. Available at: http://www.iobis.org/mapper/?dataset=1694, accessed 2012.",,,,,,,,,,,,Invertebrates,,Marine,,,41.65638387,-68.66872194
BioTIME,53,192,,,,,"""Whale Catches in Southern Ocean"". OBIS - Australian Antarctic Data Centre. Available at: http://www.iobis.org, accessed 2013.",,,,,,,,,,,,Mammals,,Marine,,,-60.50826446,79.92975207
BioTIME,54,195,,,,,"USGS Patuxent Wildlife Research Center ?North American Breeding Bird Survey? ftp data set, version 2014.0. Available at: ftp://ftpext.usgs.gov/pub/er/md/laurel/BBS/DataFiles/, accessed 2013.",,,,,,,,,,,,Birds,,Terrestrial,,,40.23994055,-89.56250068
BioTIME,55,196,,,,,"Moore, J. J. & Howson, C. M. ?Survey of the rocky shores in the region of Sullom Voe, Shetland, A report to SOTEAG from Aquatic Survey & Monitoring Ltd?, Cosheston, Pembrokeshire. 29 p. Available at: http://www.soteag.org.uk, accessed 2013.",,,,,,,,,,,,Benthos,,Marine,,,60.45463871,-1.307432903
BioTIME,56,200,,,,,"""NEFSC Benthic Database (OBIS-USA)"", (2010) Northeast Fisheries Science Center, National Marine Fisheries Service, NOAA, U.S. Department of Commerce. Available at: http://www.iobis.org/mapper/?dataset=1694, accessed 2012.",,,,,,,,,,,,Invertebrates,,Marine,,,40.21713886,-72.41807792
BioTIME,57,204,,,,,"Degraer, S., Wittoeck, J., Appeltans, W., Cooreman, K., Deprez, T., Hillewaert, H., Hostens, K., Mees, J., Vanden Berghe, E. & Vincx, M. (2006) ?Macrobel: Long term trends in the macrobenthos of the Belgian Continental Shelf.? Oostende, Belgium. Available at: http://www.emodnet-biology.eu/data-catalog?module=dataset&dasid=145, accessed 2013.",,,,,,,,,,,,Benthos,,Marine,,,51.24950511,2.634771991
BioTIME,58,213,,,,,"""Northeast Fisheries Science Center Bottom Trawl Survey Data (OBIS-USA)."" (2005) NOAA?s National Marine Fisheries Service (NMFS) Northeast Fisheries Science Center. Woods Hole, Massachusetts, USA. Available at: http://www.iobis.org/mapper/?dataset=1435, accessed 2013.",,,,,,,,,,,,Benthos,,Marine,,,40.54042788,-70.61489212
BioTIME,59,214,,,,,"Harmon, M. & Franklin, J. (2012) ?Long-term growth, mortality and regeneration of trees in permanent vegetation plots in the Pacific Northwest, 1910 to present.? Long-Term Ecological Research. Forest Science Data Bank, Corvallis. Available at: http://andrewsforest.oregonstate.edu/data/abstract.cfm?dbcode=TV010, accessed 2012.",,,,,,,,,,,,Plants,,Terrestrial,,,45.28991693,-122.5149635
BioTIME,60,217,,,,,"USFS ?Landbird Monitoring Program (UMT-LBMP).? US Forest Service. Available at: http://www.avianknowledge.net/, accessed 2012.",,,,,,,,,,,,Birds,,Terrestrial,,,47.00333179,-113.8480441
BioTIME,61,229,,,,,"McLarney, W. O., Meador, J. & Chamblee, J. (2010) ?Upper Little Tennessee River Biomonitoring Program Database.? Coweeta Long Term Ecological Research Program. Available at: https://coweeta.uga.edu/dbpublic/dataset_details.asp?accession=4045, accessed 2012.",,,,,,,,,,,,Fish,,Freshwater,,,35.17660097,-83.40959181
BioTIME,62,232,,,,,"Williams, D. ?Pelagic Fish Observations 1968-1999.? Australian Antarctic Data Centre. Available at: http://www.gbif.org/dataset/85b0a82a-f762-11e1-a439-00145eb45e9a, accessed 2012.",,,,,,,,,,,,Fish,,Marine,,,-66.15753574,71.93070436
BioTIME,63,237,,,,,"Lathrop, R. (2000) ?Madison Wisconsin Lakes Zooplankton 1976 - 1994.? North Temperate Lakes Long Term Ecological Research Program, Center for Limnology, University of Wisconsin-Madison. Available at: http://lter.limnology.wisc.edu/dataset/madison-wisonsin-lakes-zooplankton-1976-1994, accessed 2013.",,,,,,,,,,,,Invertebrates,,Freshwater,,,43.03279,-89.3328275
BioTIME,64,247,,,,,"Rudstam, L. (2008) ?Zooplankton survey of Oneida Lake, New York, 1964 ? 2012?, KNB Data Repository. Available at: https://knb.ecoinformatics.org/#view/kgordon.17.56, accessed 2016.",,,,,,,,,,,,Invertebrates,,Freshwater,,,43.19523,-75.910925
BioTIME,65,252,,,,,"Reichert, M. (2010) ?MARMAP Blackfish Trap Survey 1990-2009?. SCDNR/NOAA MARMAP Program. SCDNR MARMAP Aggregate Data Surveys. The Marine Resources Monitoring. Assessment. and Prediction (MARMAP) Program. Marine Resources Research Institute. South Carolina Department of Natural Resources USA. Available at: http://www.usgs.gov/obis-usa/. accessed 2013.",,,,,,,,,,,,Fish,,Marine,,,32.62877907,-79.02813953
BioTIME,66,253,,,,,"NTL LTER ?North Temperate Lakes LTER: Zooplankton - Trout Lake Area 1982 - current.? NorthTemperate Lakes Long Term Ecological Research Program, Center for Limnology, University of Wisconsin-Madison. Available at: https://lter.limnology.wisc.edu/dataset/north-temperate-lakes-lter-zooplankton-trout-lake-area-1982-current, accessed 2013.",,,,,,,,,,,,Invertebrates,,Freshwater,,,46.02113814,-89.64332843
BioTIME,67,271,,,,,"Reed, D. C. (2014a) ?SBC LTER: Reef: Kelp forest community dynamics: Abundance and size of giant kelp (Macrocystis pyrifera), ongoing since 2000?. Santa Barbara Coastal LTER. Available at: http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.18, accessed 2016. doi:10.6073/pasta/d90872297e30026b263a119d4f5bca9f",,,,,,,,,,,,Fish,,Marine,,,34.42129638,-119.8742864
BioTIME,68,272,,,,,"Reed, D. C. (2014b) ?SBC LTER: Reef: Kelp forest community dynamics: Fish abundance?. Santa Barbara Coastal LTER. Available at: http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.17, accessed 2016. doi:10.6073/pasta/e37ed29111b2fddffc08355252b8b8c7.",,,,,,,,,,,,Invertebrates,,Marine,,,34.35688691,-119.8922693
BioTIME,69,273,,,,,"Reed, D. C. (2014c) ?SBC LTER: Reef: Kelp forest community dynamics: Invertebrate and algal density?. Santa Barbara Coastal LTER. Available at: http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.19, accessed 2016. doi:10.6073/pasta/cd4cf864efecd69891dfe1d73b9ac9c3.",,,,,,,,,,,,Invertebrates,,Marine,,,34.35688727,-119.8922727
BioTIME,70,274,,,,,"Reed, D. C. (2014d) ?SBC LTER: Reef: Kelp forest community dynamics: Cover of sessile organisms, Uniform Point Contact?. Santa Barbara Coastal LTER. Available at: http://sbc.lternet.edu/cgi-bin/showDataset.cgi?docid=knb-lter-sbc.15, accessed 2016. doi:10.6073/pasta/f906c91e98c2a5fe752dfa0ccdc8895f.",,,,,,,,,,,,Multiple taxa,,Marine,,,34.42189556,-119.8778889
BioTIME,71,278,,,,,"""South Western Pacific Regional OBIS Data provider for the NIWA Marine Biodata Information System"". Ocean Biogeographic Information System. Occurrence Dataset. Available at: https://doi.org/10.15468/zuuiyu, accessed 2012.",,,,,,,,,,,,Fish,,Marine,,,-40.6660473,174.6602766
BioTIME,72,285,,,,,"""Previous_fisheries_REVIZEE_Program"", accessed through Tropical and Subtropical Western South Pacific OBIS. Available at: http://www.iobis.org/mapper/?dataset=2411, accessed 2012.",,,,,,,,,,,,Fish,,Marine,,,-16.28333148,-38.79877222
BioTIME,73,286,,,,,"Sherman, S. (2010) ""Maine Department of Marine Resources Inshore Trawl Survey, 2000 ? 2009"". Maine Department of Marine Resources, Maine. Available at: http://www.usgs.gov/obis-usa/data_search_and_access/datasets.html, accessed 2012.",,,,,,,,,,,,Fish,,Marine,,,44.03847544,-68.62020016
BioTIME,74,288,,,,,"Clark, D. & Branton, B. (2007) DFO Maritimes Research Vessel Trawl Surveys, OBIS Canada Digital Collections. Bedford Institute of Oceanography, Dartmouth, Nova Scotia, Canada, OBIS Canada,",,,,,,,,,,,,Fish,,Marine,,,43.91646688,-62.38141845
BioTIME,75,289,,,,,"Clark, D. & Branton, B. (2007) DFO Maritimes Research Vessel Trawl Surveys, OBIS Canada Digital Collections. Bedford Institute of Oceanography, Dartmouth, Nova Scotia, Canada, OBIS Canada,",,,,,,,,,,,,Fish,,Marine,,,45.46863833,-58.53963697
BioTIME,76,290,,,,,"""CSIRO Marine Data Warehouse - OBIS Australia"", CSIRO Division of Marine and Atmospheric Research (CMAR), Australia. Available at http://www.iobis.org, accessed 2012.",,,,,,,,,,,,Fish,,Marine,,,-39.94123829,149.08692
BioTIME,77,291,,,,,"""CSIRO Marine Data Warehouse - OBIS Australia"", CSIRO Division of Marine and Atmospheric Research (CMAR), Australia. Available at http://www.iobis.org, accessed 2012.",,,,,,,,,,,,Fish,,Marine,,,-30.78346543,132.8600535
BioTIME,78,292,,,,,"""CSIRO Marine Data Warehouse - OBIS Australia"", CSIRO Division of Marine and Atmospheric Research (CMAR), Australia. Available at http://www.iobis.org, accessed 2012.",,,,,,,,,,,,Fish,,Marine,,,-41.96250938,147.3298125
BioTIME,79,297,,,,,"Carpenter, R. (2015) ?MCR LTER: Coral Reef: Long-term Population and Community Dynamics: Other Benthic Invertebrates, ongoing since 2005?. Moorea Coral Reef LTER, knb-lter-mcr.7.28.  Available at: doi:10.6073/pasta/8e7b3a0c7a8bf315739921861cc79d10, accessed 2016.",,,,,,,,,,,,Invertebrates,,Marine,,,-17.5173745,-149.8272423
BioTIME,80,300,,,,,"Landis, D. & Gage, S. (2014) Insect Populations via Sticky Traps at KBS-LTER. Available at: http://lter.kbs.msu.edu/datatables/67, accessed 2016.",,,,,,,,,,,,Invertebrates,,Terrestrial,,,42.41010535,-85.37134446
BioTIME,81,304,,,,,"Privett, S., Cowling, R. & Taylor, H. (2001) Thirty years of change in the fynbos vegetation of the Cape of Good Hope Nature Reserve, South Africa. Bothalia, 31(1), 99?115. doi:10.4102/abc.v31i1.509. ",,,,,,,,,,,,Plants,,Terrestrial,,,-34.27137733,18.42391816
BioTIME,82,304,,,,,"Taylor, H. (1984) A vegetation survey of the Cape of Good Hope Nature Reserve. I. The use of association-analysis and Braun-Blanquet methods. Bothalia, 15, 245?258.",,,,,,,,,,,,Plants,,Terrestrial,,,-34.27137733,18.42391816
BioTIME,83,304,,,,,"Thuiller, W., Slingsby, J. A., Privett, S. D. J. & Cowling, R. M. (2007) Stochastic Species Turnover and Stable Coexistence in a Species-Rich, Fire-Prone Plant Community. PLoS ONE, 2(9), e938. doi:10.1371/journal.pone.0000938",,,,,,,,,,,,Plants,,Terrestrial,,,-34.27137733,18.42391816
BioTIME,84,321,,,,,"Lightfoot, D. & Schooley, R. L. ?SMES rodent trapping data, Small Mammal Exclosure Study?. Jornada LTER. Available at: http://jornada.nmsu.edu/sites/jornada.nmsu.edu/files/data_files/JornadaStudy_086_smes_rodent_trapping_data_0.csv, accessed 2016.",,,,,,,,,,,,Mammals,,Terrestrial,,,32.55493643,-106.8160364
BioTIME,85,330,,,,,"Davies, C. H., Armstrong, A. J., Baird, M., Coman, F., Edgar, S., Gaughan, D., Greenwood, J., Gusm?o, F., Henschke, N., Koslow, J. A., Leterme, S. C., McKinnon, A. D., Miller, M., Pausina, S., Palomino, J. U., Roennfeldt, R.-L., Rothlisberg, P., Slotwinski, A., Strzelecki, J., Suthers, I. M., Swadling, K. M., Talbot, S., Tonks, M., Tranter, D. H., Young, J. W. & Richardson, A. J. (2014) Over 75 years of zooplankton data from Australia. Ecology, 95, 3229. http://dx.doi.org/10.1890/14-0697.1.",,,,,,,,,,,,Invertebrates,,Marine,,,-34.89156731,149.1604406
BioTIME,86,354,,,,,"Davies, C. H., Coughlan, A., Hallegraeff, G., Ajani, P., Armbrecht, L., Atkins, N., Bonham, P., Brett, S., Brinkman, R., Burford, M., Clementson, L., Coad, P., Coman, F., Davies, D., Dela-Cruz, J., Devlin, M., Edgar, S., Eriksen, R., Furnas, M., Hassler, C., Hill, D., Holmes, M., Ingleton, T., Jameson, I., Leterme, S. C., L?nborg, C., McLaughlin, J., McEnnulty, F., McKinnon, A. D., Miller, M., Murray, S., Nayar, S., Patten, R., Pritchard, T., Proctor, R., Purcell-Meyerink, D., Raes, E., Rissik, D., Ruszczyk, J., Slotwinski, A., Swadling, K. M., Tattersall, K., Thompson, P., Thomson, P., Tonks, M., Trull, T.W., Uribe-Palomino, J., Waite, A. M., Yauwenas, R., Zammit, A. & Richardson, A. J. (2016) A database of marine phytoplankton abundance, biomass and species composition in Australian waters. Scientific Data, 3, 160043. http://10.1038/sdata.2016.43.",,,,,,,,,,,,Plants,,Marine,,,-31.80427198,147.9374027
BioTIME,87,356,,,,,"Bradford, M.G., Murphy, H.T., Ford, A.J., Hogan, D.L. & Metcalfe, D.J. (2014) Long?term stem inventory data from tropical rain forest plots in Australia. Ecology, 95, 2362-2362.",,,,,,,,,,,,Plants,,Terrestrial,,,-16.91006438,145.473895
BioTIME,88,359,,,,,"Reed, D. C. (2014) ?SBC LTER: Reef: Kelp Forest Community Dynamics: Fish abundance?. Santa Barbara Coastal LTER. Available at: doi:10.6073/pasta/e37ed29111b2fddffc08355252b8b8c7, accessed 2016.",,,,,,,,,,,,Fish,,Marine,,,34.42611938,-119.9275128
BioTIME,89,374,,,,,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2013) ?Monitoring site 1000 Shorebird Survey? (ShorebirdsDatapackage2012.zip, downloaded from http://www.biodic.go.jp/moni1000/ findings/data/index.html). Accessed 2016.",,,,,,,,,,,,Birds,,Marine,,,34.93301175,136.080313
BioTIME,90,375,,,,,"Monitoring Site 1000 Project, Biodiversity Center, Ministry of Environment of Japan (2014) ?Monitoring site 1000 Forest and grassland research - Surface wandering beetles survey data? (GBDataPackage2014ver1.zip, downloaded from http://www.biodic.go.jp/moni1000/findings/data/index.html). Accessed 2016.",,,,,,,,,,,,Invertebrates,,Terrestrial,,,38.19241379,138.697931
BioTIME,91,418,,,,,"Sweatman, H.P.A., Cheal, A.J., Coleman, G.J., Delean, S., Fitzpatrick, B.M., Miller, I.R., Ninio, R., Osborne, K., Page, C.M. & Thompson, A.A. (2001) Long-Term Monitoring of the Great Barrier Reef. Status Report Number 5. Available at: http://www.iobis.org/mapper/?dataset=233, accessed 2017.",,,,,,,,,,,,Fish,,Marine,,,-19.27609181,148.7676031
BioTIME,92,428,,,,,"Barcel?, C., Ciannelli, L., Olsen, E.M., Johannessen, T. & Knutsen, H. (2016) Eight decades of sampling reveal a contemporary novel fish assemblage in coastal nursery habitats. Global change biology, 22, 1155-1167.",,,,,,,,,,,,Fish,,Marine,,,58.90356382,9.488515335
BioTIME,93,428,,,,,"Olsen, E. M., Carlson, S. M., Gj?s?ter, J. & Stenseth, N. C. (2009) Nine decades of decreasing phenotypic variability in Atlantic cod. Ecology Letters, 12, 622?631. doi:10.1111/j.1461-0248.2009.01311.x",,,,,,,,,,,,Fish,,Marine,,,58.90356382,9.488515335
BioTIME,94,428,,,,,"Rogers, L. A., Stige, L. C., Olsen, E. M., Knutsen, H., Chan, K.-S. & Stenseth, N. C. (2011) Climate and population density drive changes in cod body size throughout a century on the Norwegian coast. Proceedings of the National Academy of Sciences, 108(5), 1961?1966.",,,,,,,,,,,,Fish,,Marine,,,58.90356382,9.488515335
BioTIME,95,428,,,,,"Stenseth, N. C., Bj?rnstadf, O. N., Falck, W, Fromentin, J. M., Gj?sieter, J. & Gray, J. S. (1999) Dynamics of coastal cod populations: intra-and intercohort density dependence and stochastic processes. Proceedings of the Royal Society of London B: Biological Sciences, 266(1429), 1645?1654.",,,,,,,,,,,,Fish,,Marine,,,58.90356382,9.488515335
BioTIME,96,430,,,,,"NIWA ?The New Zealand Freshwater Fish Database?. Available at: https://www.niwa.co.nz/our-services/online-services/freshwater-fish-database, accessed 2016.",,,,,,,,,,,,Fish,,Freshwater,,,-42.65907306,171.7190394
BioTIME,97,431,,,,,"NIWA ?The New Zealand Freshwater Fish Database?. Available at: https://www.niwa.co.nz/our-services/online-services/freshwater-fish-database, accessed 2016.",,,,,,,,,,,,Fish,,Freshwater,,,-40.40396656,172.996837
BioTIME,98,432,,,,,"NIWA ?The New Zealand Freshwater Fish Database?. Available at: https://www.niwa.co.nz/our-services/online-services/freshwater-fish-database, accessed 2016.",,,,,,,,,,,,Fish,,Freshwater,,,-40.0532908,174.1488453
BioTIME,99,433,,,,,"Budy, P., Luecke, C. & O'Brien, J. ?Zooplankton density for lake samples collected near Toolik Lake Arctic LTER in the summer from 1983 to 1992?. Arctic Long-Term Ecological Research.  Available at: http://arc-lter.ecosystems.mbl.edu/1983-1992arclterzoops, accessed 2016.",,,,,,,,,,,,Invertebrates,,Freshwater,,,68.617688,-149.60883
BioTIME,100,433,,,,,"Budy, P., Luecke, C. & O'Brien, J. ?Zooplankton density for lake samples collected near Toolik Lake Arctic LTER in the summers between 1993-2002?. Arctic Long-Term Ecological Research.  Available at: http://arc-lter.ecosystems.mbl.edu/1993-2002arcticlterzoops, accessed 2016.",,,,,,,,,,,,Invertebrates,,Freshwater,,,68.617688,-149.60883
BioTIME,101,466,,,,,"Neat, F. & Campbell, N. (2011) Demersal fish diversity of the isolated Rockall plateau compared with the adjacent west coast shelf of Scotland. Biological Journal of the Linnean Society, 104, 138?147. doi:10.1111/j.1095-8312.2011.01699.x.",,,,,,,,,,,,Fish,,Marine,,,57.38556664,-10.53410482
BioTIME,102,467,,,,,"Pombo, L. & Rebelo, J. E. (2002) Spatial and temporal organization of a coastal lagoon fish community-Ria de Aveiro, Portugal. Cybium, 26(3), 185?196.",,,,,,,,,,,,Fish,,Marine,,,40.67416778,-8.689536667
BioTIME,103,467,,,,,"Pombo, L., Elliott, M. I. & Rebelo, J. E. (2005) Environmental influences on fish assemblage distribution of an estuarine coastal lagoon, Ria de Aveiro (Portugal). Scientia Marina, 69(1), 143?159.",,,,,,,,,,,,Fish,,Marine,,,40.67416778,-8.689536667
BioTIME,104,467,,,,,"Pombo, L., Rebelo, J. E. & Elliott, M. (2007) The structure, diversity and somatic production of the fish community in an estuarine coastal lagoon, Ria de Aveiro (Portugal). Hydrobiologia, 587(1), 253?268.",,,,,,,,,,,,Fish,,Marine,,,40.67416778,-8.689536667
BioTIME,105,467,,,,,"Rebelo, J. E. (1992) The ichthyofauna and abiotic hydrological environment of the Ria de Aveiro, Portugal. Estuaries, 15(3), 403?413.",,,,,,,,,,,,Fish,,Marine,,,40.67416778,-8.689536667
BioTIME,106,468,,,,,"Kenner, M. C., Estes, J. A., Tinker, M. T., Bodkin, J. L., Cowen, R. K., Harrold, C., Hatfield, B. B., Novak, M., Rassweiler, A. & Reed, D. C. (2013) A multi-decade time series of kelp forest community structure at San Nicolas Island, California (USA). Ecology, 94, 2654. http://dx.doi.org/10.1890/13-0561R.1.",,,,,,,,,,,,Benthos,,Marine,,,33.24008143,-119.518
BioTIME,107,469,,,,,"Kushner, D. J., Rassweiler, A., McLaughlin, J. P. & Lafferty, K. D. (2013). A multi-decade time series of kelp forest community structure at the California Channel Islands. Ecology, 94, 2655. http://dx.doi.org/10.1890/13-0562.1.",,,,,,,,,,,,Benthos,,Marine,,,33.89929375,-119.6193625
BioTIME,108,499,,,,,"Institute of Agricultural and Fisheries research (ILVO), Belgium (2016) Macrobenthos monitoring at long-term monitoring stations in the Belgian part of the North Sea between 1979 and 1999. Available at: http://dx.doi.org/10.14284/201, accessed 2016.",,,,,,,,,,,,Invertebrates,,Marine,,,51.35225,2.9
BioTIME,109,500,,,,,"Institute of Agricultural and Fisheries research (ILVO), Belgium (2016) Macrobenthos monitoring at long-term monitoring stations in the Belgian part of the North Sea from 2001 on. Available at: http://dx.doi.org/10.14284/202, accessed 2016.",,,,,,,,,,,,Invertebrates,,Marine,,,51.40576875,3.025524375
BioTIME,110,505,,,,,"Edelist, D., Rilov, G., Golani, D., Carlton, J.T. & Spanier, E. (2013) Restructuring the Sea: profound shifts in the world's most invaded marine ecosystem. Diversity and Distributions, 19, 69?77.",,,,,,,,,,,,Multiple taxa,,Marine,,,32.48554444,34.87003333
BioTIME,111,507,,,,,"van Rijn, I. ?Trawl fisheries in the Israeli Mediterranean 1980-2013?. Accessed 2016.",,,,,,,,,,,,Fish,,Marine,,,31.97202849,34.57150065
BioTIME,112,512,,,,,"Hundt, R. (2001) ?kologisch-geobotanische Untersuchungen an den mitteldeutschen Wiesengesellschaften unter besonderer Ber?cksichtigung ihres Wasserhaushaltes und ihrer Ver?nderung durch die Intensivbewirtschaftung im Rahmen der Gro?fl?chenproduktion. Biosph?renreservat Rh?n, Th?ringen. Monografie, 3, 366.",,,,,,,,,,,,Plants,,Terrestrial,,,51.34006057,11.86527429
BioTIME,113,512,,,,,"Jandt, U. & Bruelheide, H. (2012) German vegetation reference database (GVRD). Biodiversity & Ecology, 4, 355-355.",,,,,,,,,,,,Plants,,Terrestrial,,,51.34006057,11.86527429
BioTIME,114,516,,,,,"Rocha, R. (2017) Tropical forest fragmentation: effects on the spatio-temporal dynamics of its bat communities. PhD Thesis, University of Lisbon, Lisbon, Portugal.",,,,,,,,,,,,Mammals,,Terrestrial,,,-2.390843583,-59.91215425
BioTIME,115,516,,,,,"Rocha, R., L?pez-Baucells, A., Farneda, F.Z., Groenenberg, M., Bobrowiec, P.E.D., Cabeza, M., Palmeirim, J.M. & Meyer, C.F.J. (2017) Consequences of a large-scale fragmentation experiment for Neotropical bats: disentangling the relative importance of local and landscape-scale effects. Landscape Ecology, 32, 31-45.",,,,,,,,,,,,Mammals,,Terrestrial,,,-2.390843583,-59.91215425
BioTIME,116,516,,,,,"Sampaio, E.M., Kalko, E.K., Bernard, E., Rodr?guez-Herrera, B. & Handley, C.O. (2003) A biodiversity assessment of bats (Chiroptera) in a tropical lowland rainforest of Central Amazonia, including methodological and conservation considerations. Studies on Neotropical fauna and environment, 38, 17-31.",,,,,,,,,,,,Mammals,,Terrestrial,,,-2.390843583,-59.91215425
BioTIME,117,516,,,,,"Farneda, F.Z., Rocha, R., L?pez-Baucells, A., Sampaio, E.M., Palmeirim, J.M., Bobrowiec, P.E., Grelle, C.E. & Meyer, C.F. (2018) Functional recovery of Amazonian bat assemblages following secondary forest succession. Biological Conservation, 218, 192-199.",,,,,,,,,,,,Mammals,,Terrestrial,,,-2.390843583,-59.91215425
BioTIME,118,516,,,,,"Rocha, R., Ovaskainen, O., L?pez-Baucells, A., Farneda, F.Z., Sampaio, E.M., Bobrowiec, P.E.D., Cabeza, M., Palmeirim, J.M. & Meyer, C.F.J. (2018) Secondary forest regeneration benefits old-growth specialist bats in a fragmented tropical landscape. Scientific Reports, 8, 3819.",,,,,,,,,,,,Mammals,,Terrestrial,,,-2.390843583,-59.91215425
RivFishTIME,119,1,,,,,Ag?ncia Catalana de l?Aigua (2003) Desenvolupament d'un ?ndex d'integritat bi?tica (IBICAT) basat en l'?s dels peixos com a indicadors de la qualitat ambiental dels rius a Catalunya. Aplicaci? de la Directiva Marc en Pol?tica d?Aig?es de la Uni? Europea (2000/60/CE). 207 pages.,,,,,,,,,,,,Fish,,Freshwater,,,41.91083211,2.251170833
RivFishTIME,120,1,,,,,"Ag?ncia Catalana de l?Aigua (2010) Ajust de l??ndex d?Integritat Bi?tica (IBICAT) basat en l??s dels peixos com a indicadors de la qualitat ambiental als rius de Catalunya. Departament de Medi Ambient i Habitatge, Generalitat de Catalunya. 187 pages.",,,,,,,,,,,,Fish,,Freshwater,,,41.91083211,2.251170833
RivFishTIME,121,1,,,,,"Ag?ncia Catalana de l?Aigua (2018) ACORD GOV/139/2013, de 15 d?octubre, pel qual s?aprova el Programa de seguiment i control del Districte de conca fluvial de Catalunya per al per?ode 2013-2018.",,,,,,,,,,,,Fish,,Freshwater,,,41.91083211,2.251170833
RivFishTIME,122,2,,,,,"Casatti, L., Ferreira, C.P. & Carvalho, F.R. (2009) Grass-dominated stream sites exhibit low fish species diversity and dominance by guppies: an assessment of two tropical pasture river basins. Hydrobiologia, 632, 273?283.",,,,,,,,,,,,Fish,,Freshwater,,,-20.38034842,-50.36889868
RivFishTIME,123,2,,,,,"Zeni, J.O., Hoeinghaus, D.J. & Casatti, L. (2017) Effects of pasture conversion to sugarcane for biofuel production on stream fish assemblages in tropical agroecosystems. Freshwater Biology, 62, 2026?2038.",,,,,,,,,,,,Fish,,Freshwater,,,-20.38034842,-50.36889868
RivFishTIME,124,4,,,,,"Eros, T., S?ly, P., Tak?cs, P., Higgins, C.L., B?r?, P. & Schmera, D. (2014) Quantifying temporal variability in the metacommunity structure of stream fishes: the influence of non-native species and environmental drivers. Hydrobiologia, 722, 31?43.",,,,,,,,,,,,Fish,,Freshwater,,,46.76554095,17.29076905
RivFishTIME,125,5,,,,,"Gammon, J. (2003) The fish communities of Big Raccoon Creek 1981-2002. Report for Heritage Environmental Services. Indianapolis, Indiana. 258 pages.",,,,,,,,,,,,Fish,,Freshwater,,,39.8351075,-86.9246525
RivFishTIME,126,6,,,,,"Bunn, S.E., Abal, E.G., Smith, M.J., Choy, S.C., Fellows, C.S., Harch, B.D., Kennard, M.J. & Sheldon, F. (2010) Integration of science and monitoring of river ecosystem health to guide investments in catchment protection and rehabilitation. Freshwater Biology, 55, 223?240.",,,,,,,,,,,,Fish,,Freshwater,,,-27.41544893,152.7884922
RivFishTIME,127,7,,,,,Finnish electrofishing register Hertta (2019) Available at https://wwwp2.ymparisto.fi/koekalastus_sahko/yhteinen/Login.aspx?ReturnUrl=%2fkoekalastus_sahko [Accessed on 04/09/2019].,,,,,,,,,,,,Fish,,Freshwater,,,63.04758537,25.36213963
RivFishTIME,128,8,,,,,"Sigouin, D. (2017) Fish Communities ? Forillon, dataset fe2441a6-8ae4-4884-b181-cd7ec53bd842. Available at https://open.canada.ca/data/en/dataset/fe2441a6-8ae4-4884-b181-cd7ec53bd842 [Accessed on 05/07/2019].",,,,,,,,,,,,Fish,,Freshwater,,,48.886222,-64.442166
RivFishTIME,129,9,,,,,"Whitney, J.E., Gido, K.E., Martin, E.C. & Hase K.J. (2016) The first to arrive and the last to leave: colonisation and extinction dynamics of common and rare fishes in intermittent prairie streams. Freshwater Biology, 61, 1321?1334.",,,,,,,,,,,,Fish,,Freshwater,,,38.457375,-96.567075
